,rcdts,type,school_name,district,city,school_type,chronic_absenteeism,chronic_absenteeism_hispanic_or_latino,percent_ela_proficiency,percent_ela_proficiency_hispanic_or_latino,percent_math_proficiency,percent_math_proficiency_hispanic_or_latino,percent_science_proficiency,percent_science_proficiency_hispanic_or_latino,school_name_2,school_id,address,grade_cat,lat,long,geometry,commnty
103,1.50163E+14,School,Depriest Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,52.4,NA,7.8,8.3,4.8,8.3,18.2,NA,Depriest,610367,139 S PARKSIDE AVE,ES,41.87797883,-87.76629755,c(-87.7662975545492,AUSTIN
104,1.50163E+14,School,Dett Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,60.8,71.4,0.7,NA,0.7,NA,4.3,NA,Dett,610252,2131 W MONROE ST,ES,41.87986982,-87.68031497,c(-87.6803149665616,NEAR WEST SIDE
105,1.50163E+14,School,Dever Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32.3,34.9,21.2,16.2,13.5,8.8,36.5,26,Dever,609884,3436 N OSCEOLA AVE,ES,41.94255167,-87.81313153,c(-87.8131315252764,DUNNING
106,1.50163E+14,School,Dewey Elem Academy of Fine Arts,City of Chicago SD 299,Chicago,ELEMENTARY,36.9,44.4,15.2,20,8.7,20,20.8,NA,Dewey,609885,5415 S UNION AVE,ES,41.79564568,-87.64265158,c(-87.6426515784204,NEW CITY
107,1.50163E+14,School,Dirksen Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34.5,51,28.4,22.2,35.3,18.8,50.2,71.4,Dirksen,609874,8601 W FOSTER AVE,ES,41.97371478,-87.84104144,c(-87.8410414426434,OHARE
108,1.50163E+14,School,Disney Elem Magnet School,City of Chicago SD 299,Chicago,ELEMENTARY,23.2,26.9,43,42.9,31,26.8,70.4,65.5,Disney,610363,4140 N MARINE DR,ES,41.95681613,-87.64608274,c(-87.6460827440355,UPTOWN
109,1.50163E+14,School,Disney II Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,16.8,20,46.2,38.9,36.5,23.3,76.4,65,Disney Ii Es,610515,3815 N KEDVALE AVE,ES,41.95046051,-87.73067838,c(-87.7306783761365,IRVING PARK
110,1.50163E+14,School,Dixon Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,24,NA,40.1,NA,13.9,NA,48.1,NA,Dixon,609887,8306 S SAINT LAWRENCE AVE,ES,41.74366924,-87.60997887,c(-87.6099788745366,CHATHAM
111,1.50163E+14,School,Dore Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32.3,33.9,26.9,26.3,19.5,20.3,44.2,44.6,Dore,609893,7134 W 65TH ST,ES,41.77389882,-87.79935927,c(-87.7993592703179,CLEARING
112,1.50163E+14,School,Drake Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,47.3,NA,12.2,NA,3.5,NA,17.4,NA,Drake,609894,2710 S DEARBORN ST,ES,41.84404331,-87.62855345,c(-87.6285534465788,DOUGLAS
113,1.50163E+14,School,Drummond Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,18.9,26.2,41.5,34.3,29.5,8.6,56.8,NA,Drummond,609896,1845 W CORTLAND ST,ES,41.9159138,-87.6744946,c(-87.6744945989265,LOGAN SQUARE
114,1.50163E+14,School,Dubois Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35,NA,6.8,NA,1.7,NA,20.6,NA,Dubois,610364,330 E 133RD ST,ES,41.65373298,-87.61432001,c(-87.6143200102104,RIVERDALE
115,1.50163E+14,School,Dulles Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,21.2,NA,4.6,0,1.1,0,9.3,NA,Dulles,610263,6311 S CALUMET AVE,ES,41.77990049,-87.61721418,c(-87.6172141790521,GREATER GRAND CROSSING
116,1.50163E+14,School,Dunne Technology Acad Elem Sch,City of Chicago SD 299,Chicago,ELEMENTARY,19.1,NA,31.5,NA,12.8,NA,42.9,NA,Dunne,610188,10845 S UNION AVE,ES,41.69649616,-87.6399736,c(-87.6399736042198,ROSELAND
117,1.50163E+14,School,Durkin Park Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32.6,31.7,24.3,25.3,15.2,17.2,39.3,42.4,Durkin Park,610352,8445 S KOLIN AVE,ES,41.73884394,-87.72995529,c(-87.7299552923997,ASHBURN
118,1.50163E+14,School,Dvorak Technology Acad Elem Sch,City of Chicago SD 299,Chicago,ELEMENTARY,44.8,78.3,8,17.6,3.4,0,19,NA,Dvorak,610254,3615 W 16TH ST,ES,41.85888345,-87.71574357,c(-87.7157435717871,NORTH LAWNDALE
119,1.50163E+14,School,Earhart Elem Opt for Knowl School,City of Chicago SD 299,Chicago,ELEMENTARY,19.4,NA,50.7,NA,23.7,NA,61.9,NA,Earhart,610316,1710 E 93RD ST,ES,41.72610746,-87.58218174,c(-87.5821817378437,CALUMET HEIGHTS
120,1.50163E+14,School,Earle Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,29.1,46.7,8.3,8.7,2.8,0,23.8,NA,Earle,609897,2040 W 62ND ST,ES,41.78122517,-87.67554666,c(-87.6755466601167,WEST ENGLEWOOD
121,1.50163E+14,School,Eberhart Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,42.5,41.4,10.5,11,6.4,6.7,34.5,35.4,Eberhart,609898,3400 W 65TH PL,ES,41.77442045,-87.70795263,c(-87.707952633474,CHICAGO LAWN
122,1.50163E+14,School,Ebinger Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,18.7,30.4,60,52.9,43.6,29.4,79.2,71.4,Ebinger,609899,7350 W PRATT AVE,ES,42.00440792,-87.81116978,c(-87.8111697848494,EDISON PARK
123,1.50163E+14,School,Edgebrook Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,11.1,15.9,61,42.4,44.3,26.2,57.1,48,Edgebrook,609901,6525 N HIAWATHA AVE,ES,41.99943683,-87.76184047,c(-87.7618404744276,FOREST GLEN
124,1.50163E+14,School,Edison Elem Regional Gifted Cntr,City of Chicago SD 299,Chicago,ELEMENTARY,10.6,NA,89.3,81.8,89,76.2,89.8,NA,Edison,609794,4929 N SAWYER AVE,ES,41.9715061,-87.70930367,c(-87.7093036657652,ALBANY PARK
125,1.50163E+14,School,Edison Park Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,19.9,26,40.1,40,27,21.4,50.7,72.2,Edison Park,610523,6220 N OLCOTT AVE,ES,41.99423795,-87.81377123,c(-87.8137712340288,NORWOOD PARK
126,1.50163E+14,School,Edwards Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,36.9,36.7,11.6,11.1,6.7,6.3,40.7,40.8,Edwards,609903,4815 S KARLOV AVE,ES,41.80554154,-87.72585618,c(-87.7258561778945,ARCHER HEIGHTS
127,1.50163E+14,School,Ellington Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,51.9,50,11.1,8.3,2.7,0,18.3,NA,Ellington,609904,243 N PARKSIDE AVE,ES,41.88552958,-87.76658938,c(-87.7665893777082,AUSTIN
128,1.50163E+14,School,Ericson Elem Scholastic Academy,City of Chicago SD 299,Chicago,ELEMENTARY,34.4,NA,17.4,NA,8,NA,26.4,NA,Ericson,609907,3600 W 5TH AVE,ES,41.87574412,-87.71580443,c(-87.7158044314954,EAST GARFIELD PARK
129,1.50163E+14,School,Esmond Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,45.4,NA,14.4,NA,4.6,NA,30.2,NA,Esmond,609908,1865 W MONTVALE AVE,ES,41.68941961,-87.66915867,c(-87.6691586699832,MORGAN PARK
130,1.50163E+14,School,Everett Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,NA,NA,54.5,56.4,34.1,38.5,52.9,56.3,Everett,609909,3419 S BELL AVE,ES,41.83155516,-87.6813103,c(-87.6813103037163,MCKINLEY PARK
131,1.50163E+14,School,Evergreen Academy Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,26.9,27,26.3,25.4,12.1,10.7,44.1,43.3,Evergreen,610319,3537 S PAULINA ST,ES,41.82935562,-87.66781651,c(-87.6678165117463,MCKINLEY PARK
132,1.50163E+14,School,Evers Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,30.6,NA,17.5,NA,7.1,NA,34.1,NA,Evers,610362,9811 S LOWE AVE,ES,41.71566536,-87.63930547,c(-87.6393054689474,WASHINGTON HEIGHTS
133,1.50163E+14,School,Fairfield Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,38.4,33.7,7.4,8.1,5.2,5,18,20,Fairfield,610057,6201 S FAIRFIELD AVE,ES,41.7809039,-87.69211506,c(-87.6921150637715,CHICAGO LAWN
134,1.50163E+14,School,Falconer Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.3,37.3,20.6,20.1,16,15.5,34.4,34.4,Falconer,609910,3020 N LAMON AVE,ES,41.93578457,-87.74933063,c(-87.7493306251371,BELMONT CRAGIN
135,1.50163E+14,School,Faraday Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,54.6,NA,12.7,NA,9.3,NA,23.1,NA,Faraday,610055,3250 W MONROE ST,ES,41.87971359,-87.70809202,c(-87.7080920204393,EAST GARFIELD PARK
136,1.50163E+14,School,Farnsworth Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.2,34.5,37.3,19.7,32.2,13.6,51.9,38.8,Farnsworth,609912,5414 N LINDER AVE,ES,41.97979006,-87.76607166,c(-87.7660716581834,JEFFERSON PARK
137,1.50163E+14,School,Fernwood Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,26.8,NA,24.4,NA,10.7,NA,18.8,NA,Fernwood,609917,10041 S UNION AVE,ES,41.71118362,-87.64041365,c(-87.6404136455724,WASHINGTON HEIGHTS
138,1.50163E+14,School,Field Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32,24.7,14.5,10.7,6.3,5.3,25.8,33.3,Field,609918,7019 N ASHLAND AVE,ES,42.00966386,-87.6699854,c(-87.6699854006685,ROGERS PARK
139,1.50163E+14,School,Finkl Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.2,32.1,15,16.5,12.4,14,30.6,33.3,Finkl,609967,2332 S WESTERN AVE,ES,41.84921491,-87.68566784,c(-87.6856678426574,LOWER WEST SIDE
140,1.50163E+14,School,Fiske Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,47.5,NA,8,NA,3.1,NA,27.7,NA,Fiske,609919,6020 S LANGLEY AVE,ES,41.78518282,-87.6086329,c(-87.6086328964644,WOODLAWN
141,1.50163E+14,School,Fort Dearborn Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,42.4,NA,19.6,NA,6,NA,25.5,NA,Fort Dearborn,609924,9025 S THROOP ST,ES,41.72967267,-87.65548116,c(-87.6554811609004,WASHINGTON HEIGHTS
142,1.50163E+14,School,Foster Park Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.5,NA,18.9,NA,12.8,NA,28.2,NA,Foster Park,609927,8530 S WOOD ST,ES,41.73842548,-87.66809931,c(-87.6680993123352,AUBURN GRESHAM
143,1.50163E+14,School,Franklin Elem Fine Arts Center,City of Chicago SD 299,Chicago,ELEMENTARY,17.2,22,49.4,54.8,33.6,38.1,56.7,66.7,Franklin,609926,225 W EVERGREEN AVE,ES,41.90659999,-87.63551281,c(-87.6355128103069,NEAR NORTH SIDE
144,1.50163E+14,School,Frazier Perspectives Magnet ES,City of Chicago SD 299,Chicago,ELEMENTARY,31.4,NA,23.9,NA,5.4,NA,57.1,NA,Frazier Prospective,610503,4027 W GRENSHAW ST,ES,41.86697963,-87.72724438,c(-87.72724437841,NORTH LAWNDALE
145,1.50163E+14,School,Fuller Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,49.4,NA,18.5,NA,5,NA,21.7,NA,Fuller,609928,4214 S ST LAWRENCE AVE,ES,41.8180034,-87.61178404,c(-87.6117840426449,GRAND BOULEVARD
146,1.50163E+14,School,Fulton Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,40.2,39.4,15.1,16.9,6.3,8.1,34.5,35.7,Fulton,609929,5300 S HERMITAGE AVE,ES,41.79758027,-87.66843588,c(-87.6684358817944,NEW CITY
147,1.50163E+14,School,Funston Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,38.6,35.8,9.8,9.8,9.1,9.4,28.3,29.3,Funston,609930,2010 N CENTRAL PARK AVE,ES,41.91761651,-87.71689166,c(-87.7168916647972,LOGAN SQUARE
148,1.50163E+14,School,Gale Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,53.2,49.2,9,10.7,3.7,7.1,17.4,10,Gale,609933,1631 W JONQUIL TER,ES,42.02109056,-87.67193898,c(-87.6719389762013,ROGERS PARK
149,1.50163E+14,School,Galileo Elem Math & Sci Schol Acd,City of Chicago SD 299,Chicago,ELEMENTARY,18.1,21.2,41.3,40.9,29.8,27.1,58.2,57.6,Galileo,610009,820 S CARPENTER ST,ES,41.87125482,-87.65336555,c(-87.6533655530811,NEAR WEST SIDE
150,1.50163E+14,School,Gallistel Elem Language Academy,City of Chicago SD 299,Chicago,ELEMENTARY,35.3,32.2,14.6,15.4,8.8,9,38.4,38.4,Gallistel,609935,10347 S EWING AVE,ES,41.706801,-87.53517531,c(-87.5351753058445,EAST SIDE
151,1.50163E+14,School,Garcia Lorca Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32.2,31.7,26.7,26.8,17.4,18,37.1,37.2,Lorca,610541,3231 N SPRINGFIELD AVE,ES,41.94002591,-87.72478312,c(-87.7247831235504,AVONDALE
152,1.50163E+14,School,Garvey  M Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35,NA,12.5,NA,3.7,NA,23.1,NA,Garvey,610128,10309 S MORGAN ST,ES,41.70660286,-87.64757717,c(-87.6475771651965,WASHINGTON HEIGHTS
153,1.50163E+14,School,Garvy  J Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.1,34.3,38.9,36.8,28.7,22.2,65.4,64.4,Garvy,609937,5225 N OAK PARK AVE,ES,41.97635166,-87.79623511,c(-87.7962351140656,NORWOOD PARK
154,1.50163E+14,School,Gary Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,29.2,29,21.4,21.7,10.4,10.5,29,29.2,Gary,609938,3740 W 31ST ST,ES,41.83706515,-87.71869664,c(-87.7186966358187,SOUTH LAWNDALE
155,1.50163E+14,School,Gillespie Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,49.4,NA,8.9,NA,5,NA,27.4,NA,Gillespie,609939,9301 S STATE ST,ES,41.72533228,-87.62371944,c(-87.6237194374926,ROSELAND
156,1.50163E+14,School,Goethe Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,28.8,31.7,28.7,21.9,19.3,14.3,38.9,29.9,Goethe,609942,2236 N ROCKWELL ST,ES,41.92283101,-87.6928997,c(-87.6928996958228,LOGAN SQUARE
157,1.50163E+14,School,Goudy Technology Academy,City of Chicago SD 299,Chicago,ELEMENTARY,26.3,33.8,28.4,21,24.5,20,45.8,35.1,Goudy,609945,5120 N WINTHROP AVE,ES,41.97581653,-87.65791249,c(-87.6579124923935,UPTOWN
158,1.50163E+14,School,Graham  A Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,44.8,38.6,7.2,10.7,2.7,4.5,15.9,19.4,Graham Es,609947,4436 S UNION AVE,ES,41.81330373,-87.64334424,c(-87.6433442356135,NEW CITY
159,1.50163E+14,School,Gray Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.9,32.9,22.9,22.4,16.4,15.8,42.4,41.9,Gray,609949,3730 N LARAMIE AVE,ES,41.94876358,-87.7571156,c(-87.7571155985857,PORTAGE PARK
160,1.50163E+14,School,Greeley Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.7,23.8,37.7,41.7,23.6,28.2,65.8,67.9,Greeley,609850,832 W SHERIDAN RD,ES,41.95280951,-87.65097987,c(-87.6509798693604,LAKE VIEW
161,1.50163E+14,School,Green  W Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,29.9,NA,32,NA,13.3,NA,40,NA,Green,610032,1150 W 96TH ST,ES,41.71929195,-87.65250014,c(-87.6525001391931,WASHINGTON HEIGHTS
162,1.50163E+14,School,Greene N Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,30.7,31.7,23.5,23.3,11,8.3,38.8,36.4,Greene,609952,3525 S HONORE ST,ES,41.82966928,-87.67149237,c(-87.6714923696168,MCKINLEY PARK
163,1.50163E+14,School,Gregory Math & Sci Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,26,NA,21.6,NA,6.5,NA,13.8,NA,Gregory,609954,3715 W POLK ST,ES,41.87074216,-87.71866613,c(-87.7186661290114,EAST GARFIELD PARK
164,1.50163E+14,School,Gresham Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,21.2,NA,14.9,NA,1.4,NA,8.8,NA,Gresham,609955,8524 S GREEN ST,ES,41.73892016,-87.64502524,c(-87.645025237443,AUBURN GRESHAM
165,1.50163E+14,School,Grimes Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.5,33.2,31.4,30.6,23.5,21.6,35.5,34.9,Grimes,609956,5450 W 64TH PL,ES,41.77546426,-87.75880329,c(-87.7588032937145,CLEARING
166,1.50163E+14,School,Grissom Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,29.9,30,42.9,42.5,18.4,19.7,65.1,63,Grissom,609944,12810 S ESCANABA AVE,ES,41.662481,-87.55330671,c(-87.5533067102827,HEGEWISCH
167,1.50163E+14,School,Gunsaulus Elem Scholastic Academy,City of Chicago SD 299,Chicago,ELEMENTARY,12.7,12.3,16.9,16.7,17.4,16.7,49.3,48.9,Gunsaulus,609958,4420 S SACRAMENTO AVE,ES,41.81300737,-87.69936419,c(-87.6993641851919,BRIGHTON PARK
168,1.50163E+14,School,Haines Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,7.1,NA,53.3,18.2,56.2,45.5,72.3,NA,Haines,609959,247 W 23RD PL,ES,41.84995832,-87.63380633,c(-87.6338063309478,ARMOUR SQUARE
169,1.50163E+14,School,Hale Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32.7,32.3,34.3,32.3,18.8,18.3,56.4,56.2,Hale,609960,6140 S MELVINA AVE,ES,41.78019173,-87.77657871,c(-87.776578709076,CLEARING
170,1.50163E+14,School,Haley Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,33.1,NA,16.5,38.5,3.1,15.4,21.2,NA,Haley,609808,11411 S EGGLESTON AVE,ES,41.68665997,-87.63363214,c(-87.6336321361866,ROSELAND
171,1.50163E+14,School,Hamilton Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,12.6,18.5,64.3,44.8,59.9,40,76.2,27.3,Hamilton,609963,1650 W CORNELIA AVE,ES,41.94521966,-87.67086537,c(-87.6708653730253,LAKE VIEW
172,1.50163E+14,School,Hamline Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,54.2,53.3,5.9,5.8,4.6,3.7,10.3,11.7,Hamline,609964,4747 S BISHOP ST,ES,41.80724156,-87.66117466,c(-87.661174659831,NEW CITY
173,1.50163E+14,School,Hammond Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.8,40.8,13,14.8,8.9,9.4,41.3,41,Hammond,609966,2819 W 21ST PL,ES,41.85271913,-87.6962433,c(-87.6962433009075,SOUTH LAWNDALE
174,1.50163E+14,School,Hampton Elem Fine & Perf Arts Sch,City of Chicago SD 299,Chicago,ELEMENTARY,42.7,39.7,10.2,10.9,5,5.2,19.1,24.1,Hampton,609807,3434 W 77TH ST,ES,41.75345719,-87.70873128,c(-87.7087312844704,ASHBURN
175,1.50163E+14,School,Hanson Park Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.5,35.1,16.8,16.9,17,17,38.5,38.2,Hanson Park,610068,5411 W FULLERTON AVE,ES,41.92395526,-87.76151477,c(-87.7615147706062,BELMONT CRAGIN
176,1.50163E+14,School,Harriet Tubman Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,22.6,23.8,42.7,44.8,39.4,32.8,66.7,56.5,Tubman,609773,2851 N SEMINARY AVE,ES,41.9341263,-87.65622867,c(-87.6562286674387,LAKE VIEW
177,1.50163E+14,School,Harvard Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.3,NA,8.7,NA,7.6,NA,20.8,NA,Harvard,609971,7525 S HARVARD,ES,41.75734054,-87.63273687,c(-87.6327368742143,GREATER GRAND CROSSING
178,1.50163E+14,School,Haugan Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,27.5,27.4,15.8,13.6,9.1,7.3,22.5,22.4,Haugan,609972,4540 N HAMLIN AVE,ES,41.96402871,-87.72312803,c(-87.7231280349719,ALBANY PARK
179,1.50163E+14,School,Hawthorne Elem Scholastic Academy,City of Chicago SD 299,Chicago,ELEMENTARY,11.3,13.2,88.3,81.4,80.5,65.1,87,80,Hawthorne,609974,3319 N CLIFTON AVE,ES,41.94227549,-87.65770888,c(-87.6577088771243,LAKE VIEW
180,1.50163E+14,School,Hay Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,36.9,22.2,11.6,11.4,4.6,5.7,31.7,23.1,Hay,609975,1018 N LARAMIE AVE,ES,41.89917136,-87.75581325,c(-87.7558132527565,AUSTIN
181,1.50163E+14,School,Hayt Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,31.6,29.3,28.1,27.6,15.2,14,40.8,41.8,Hayt,609976,1518 W GRANVILLE AVE,ES,41.99454089,-87.66850377,c(-87.6685037746595,EDGEWATER
182,1.50163E+14,School,Healy Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,10.5,39.4,56.3,38.2,58.9,26.5,78.2,63,Healy,609979,3010 S PARNELL AVE,ES,41.83959486,-87.64034075,c(-87.6403407498437,BRIDGEPORT
183,1.50163E+14,School,Hearst Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,37.6,36,7.7,9.4,6.7,10.3,24.2,27.9,Hearst,609981,4640 S LAMON AVE,ES,41.808175,-87.74572606,c(-87.7457260568626,GARFIELD RIDGE
184,1.50163E+14,School,Hedges Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,31.4,30.8,7.6,7.5,3.4,3.6,20.4,20.2,Hedges,609983,4747 S WINCHESTER AVE,ES,41.80711213,-87.67332726,c(-87.6733272589717,NEW CITY
185,1.50163E+14,School,Hefferan Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,51.6,NA,16.9,NA,2.1,NA,26.5,NA,Hefferan,609985,4409 W WILCOX ST,ES,41.87866465,-87.73580189,c(-87.7358018934449,WEST GARFIELD PARK
186,1.50163E+14,School,Henderson Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.6,53.8,8.7,10,0,0,11.4,20,Henderson,609986,5650 S WOLCOTT AVE,ES,41.79059129,-87.67188731,c(-87.6718873071972,WEST ENGLEWOOD
187,1.50163E+14,School,Hendricks Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,50.6,NA,24.2,NA,10,NA,33.3,NA,Hendricks,609987,4316 S PRINCETON AVE,ES,41.81578775,-87.63366448,c(-87.6336644772704,FULLER PARK
188,1.50163E+14,School,Henry Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,29.9,28.3,15.7,14.3,12,11.8,36.7,35.1,Henry,609988,4250 N SAINT LOUIS AVE,ES,41.9589888,-87.71563237,c(-87.7156323716922,IRVING PARK
189,1.50163E+14,School,Hernandez Middle School,City of Chicago SD 299,Chicago,ELEMENTARY,27,26.1,10.7,10.4,8.7,8.6,34.8,34.3,Hernandez,610532,3510 W 55TH ST,ES,41.79347933,-87.71136992,c(-87.7113699213255,GAGE PARK
190,1.50163E+14,School,Herzl Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,50.9,50,4.3,10,3.9,0,7.2,NA,Herzl,609991,3711 W DOUGLAS BLVD,ES,41.8620813,-87.71899385,c(-87.718993854366,NORTH LAWNDALE
191,1.50163E+14,School,Hibbard Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,21.4,19.8,15.5,12.7,9.2,6.5,38.5,35.8,Hibbard,609994,3244 W AINSLIE ST,ES,41.97033524,-87.71036161,c(-87.7103616137838,ALBANY PARK
192,1.50163E+14,School,Higgins Elem Community Academy,City of Chicago SD 299,Chicago,ELEMENTARY,43,NA,16.3,20,6.8,20,32.6,NA,Higgins,610295,11710 S MORGAN ST,ES,41.68103137,-87.64699404,c(-87.6469940379374,WEST PULLMAN
193,1.50163E+14,School,Hitch Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,24.8,30.4,37.4,30.7,20.5,7.9,58.6,52,Hitch,609995,5625 N MCVICKER AVE,ES,41.9836717,-87.77912305,c(-87.7791230521358,NORWOOD PARK
194,1.50163E+14,School,Holden Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,29,34.8,30.7,24.8,31.1,25.7,47,39.6,Holden,609996,1104 W 31ST ST,ES,41.83802739,-87.65379167,c(-87.6537916683059,BRIDGEPORT
195,1.50163E+14,School,Holmes Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,54,55.6,6.2,8.3,0,0,18.2,NA,Holmes,609997,955 W GARFIELD BLVD,ES,41.79378765,-87.64979536,c(-87.6497953554737,ENGLEWOOD
196,1.50163E+14,School,Hope Learning Academy,City of Chicago SD 299,Chicago,ELEMENTARY,55.1,NA,7,NA,11.4,NA,17.9,NA,Hope,NA,NA,NA,NA,NA,c(NA,NA
197,1.50163E+14,School,Howe Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.7,43.1,6.7,3.6,5.4,14.3,10,10,Howe,610000,720 N LOREL AVE,ES,41.89361221,-87.75939839,c(-87.7593983851351,AUSTIN
198,1.50163E+14,School,Hoyne Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32.2,NA,20,NA,11.6,NA,31.4,NA,Hoyne,610002,8905 S CRANDON AVE,ES,41.73333775,-87.5682281,c(-87.5682281016698,CALUMET HEIGHTS
199,1.50163E+14,School,Hughes  C Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,52.1,43.5,1.8,0,0.9,0,4.5,NA,Hughes C,610005,4247 W 15TH ST,ES,41.86051774,-87.73177739,c(-87.7317773871337,NORTH LAWNDALE
200,1.50163E+14,School,Hughes L Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,48.9,63.2,6.9,9.1,2.7,0,13.7,NA,Hughes L,610368,240 W 104TH ST,ES,41.70534232,-87.62986866,c(-87.6298686596394,ROSELAND
201,1.50163E+14,School,Hurley Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,32,31.9,33.6,33.5,13.3,12.7,55.2,55,Hurley,610006,3849 W 69TH PL,ES,41.76678528,-87.71954083,c(-87.719540832625,WEST LAWN
202,1.50163E+14,School,Inter-American Elem Magnet School,City of Chicago SD 299,Chicago,ELEMENTARY,21,22.5,32.2,31.4,19.9,18.9,55.2,53.9,Inter-American,610078,851 W WAVELAND AVE,ES,41.9490033,-87.65157334,c(-87.6515733421414,LAKE VIEW
203,1.50163E+14,School,Irving Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,54.5,29.4,12.4,21.1,4.5,15.8,24.6,NA,Irving,610121,749 S OAKLEY BLVD,ES,41.87159549,-87.68361565,c(-87.6836156511508,NEAR WEST SIDE
204,1.50163E+14,School,Jackson M Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,42.2,NA,11,NA,6.5,NA,16.7,NA,Jackson M,610369,917 W 88TH ST,ES,41.73412547,-87.64676673,c(-87.6467667343908,AUBURN GRESHAM
205,1.50163E+14,School,Jahn Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.8,24.8,35,34.7,10.7,8.1,47.5,52.2,Jahn,610010,3149 N WOLCOTT AVE,ES,41.9392475,-87.67580972,c(-87.6758097187004,NORTH CENTER
